Name,Type,Distance_km,Points,Elevation_Gain_m,Elevation_Loss_m,Coordinates
"MP878","infrastructure_point",0.073,5,0,0,""77.08841650136807,13.11742640995604";"77.08823814069461,13.11742785222339";"77.08801083736887,13.11756937030883";"77.08791692425554,13.11763138257738";"77.0878089644423,13.11760956513305""
"MP879","infrastructure_point",0.103,3,0,0,""77.14951531588387,13.13852304417857";"77.14966004839188,13.13783841188712";"77.14989469865253,13.13781742241389""
"MP880","infrastructure_point",0.086,3,0,0,""77.14951531588387,13.13852304417857";"77.14934993497818,13.13914422641557";"77.14930448038498,13.13926966400843""
"MP881","infrastructure_point",0.079,3,0,0,""77.08876429434956,13.11679845121769";"77.0884679324372,13.11732671752859";"77.08841650136807,13.11742640995604""
"MP882","infrastructure_point",0.176,8,0,0,""77.08229472410565,13.10977858648635";"77.08280881038641,13.1097011234839";"77.08299460887466,13.10969133765792";"77.08306136843147,13.10968488864589";"77.08325003002761,13.10969427581242";"77.08346558626579,13.10966551756632";"77.08373892116019,13.10961863205984";"77.0839081580727,13.10959490528417""
"MP883","infrastructure_point",0.232,10,0,0,""77.15380658623585,13.0945383787501";"77.15382372180026,13.09494136303107";"77.15384105664874,13.09513835895442";"77.15380055248012,13.09536460076671";"77.15359268097598,13.09541666887208";"77.15323046202016,13.09544313070348";"77.15324104369613,13.09559888499347";"77.15328186666576,13.09592735101861";"77.15330077638377,13.09604053865466";"77.15337393260108,13.09610073626163""
"MP884","infrastructure_point",0.204,6,0,0,""77.15052209284956,13.08487404528567";"77.15043474705155,13.08447189640015";"77.15035502860007,13.08417047241857";"77.15024829080372,13.08385049910439";"77.15006070255816,13.08329839718194";"77.14999346628204,13.083117055443""
"MP885","infrastructure_point",0.216,8,0,0,""77.14670734815304,13.13119939964004";"77.147066950291,13.13116545850219";"77.14729763301807,13.13105889830935";"77.14748233737276,13.13097556540552";"77.14768349879397,13.13091073062584";"77.1479582435539,13.13088999407619";"77.1485339092732,13.13086631391895";"77.14864071373322,13.13088313467193""
"MP886","infrastructure_point",0.224,6,0,0,""77.14999346628204,13.083117055443";"77.15016878500512,13.08309381299079";"77.15080339518313,13.08293324144219";"77.15166943979295,13.08270148662813";"77.15187241830306,13.08264456600796";"77.15190947831537,13.08275968556179""
"MP887","infrastructure_point",0.345,20,0,0,""77.14930448038498,13.13926966400843";"77.14889678959004,13.13914702312741";"77.1486120111691,13.13907536990019";"77.14822006636987,13.13896702537254";"77.14813448676368,13.13891213791157";"77.14810623507111,13.13883406183519";"77.14811122564153,13.13872004304042";"77.14810389658929,13.13852487506012";"77.14809296145019,13.13832457447481";"77.14803915417372,13.13813368359553";"77.14799059095377,13.13792265741552";"77.14793033950797,13.13760160296293";"77.14803214651964,13.13757883112942";"77.14806807973939,13.13756062418739";"77.14808460846923,13.13746229152005";"77.14808680518658,13.13741300069236";"77.14810360742862,13.13739014359257";"77.1482064777157,13.13734767501075";"77.14824967940993,13.13734206847654";"77.14832770959897,13.13740664986454""
"MP888","infrastructure_point",0.289,10,0,0,""77.12851461426884,13.13491671693032";"77.12866771436249,13.13555115060318";"77.12901421073427,13.13547404874525";"77.12922585117329,13.1353843986212";"77.12940026770485,13.13530694198335";"77.12962515329787,13.13526387434259";"77.12994255697977,13.13534163339787";"77.13021636950843,13.13541488155937";"77.13040937546441,13.1354703579684";"77.13059266714949,13.13546525664554""
"MP889","infrastructure_point",0.535,17,0,0,""77.08540092187874,13.11647787590204";"77.08477869679534,13.11646281277822";"77.08414530146135,13.11646660187624";"77.08382659788143,13.11653010955584";"77.08355620861525,13.11660923323608";"77.08330654740573,13.11676417706347";"77.08304697318074,13.11694993360429";"77.08289370885397,13.11699876640999";"77.08264681439924,13.11703037776115";"77.08263829561862,13.11711962820207";"77.08264765027639,13.11742607985468";"77.08267980927704,13.11776156828643";"77.08272581909014,13.11797142560118";"77.08275467513245,13.11820707398926";"77.0827719226332,13.1184974591121";"77.0828463942223,13.11887592066084";"77.08273069098495,13.11895326049407""
"MP890","infrastructure_point",0.378,11,0,0,""77.08594337913131,13.12234619780356";"77.08566990679726,13.12278615103";"77.0855193730459,13.1229918633055";"77.08506842463484,13.1233609274094";"77.08466640558007,13.12363345949651";"77.08445199054891,13.12373859745049";"77.0839721673915,13.12396425723601";"77.08409300002502,13.12441117703717";"77.08411634059347,13.12450624559865";"77.0841377908849,13.12470900182608";"77.08407381887238,13.12471079648759""
"MP891","infrastructure_point",0.351,10,0,0,""77.14930448038498,13.13926966400843";"77.14979371109517,13.13931285884886";"77.15039205826011,13.13940850245688";"77.15110812366794,13.13944216058309";"77.1517897968599,13.13937990415908";"77.15188256937145,13.13938992948475";"77.15200976591433,13.13941240753903";"77.15223257791025,13.1394897114897";"77.15240561048773,13.13957533586683";"77.1524490497467,13.13949773837013""
"MP892","infrastructure_point",0.4,16,0,0,""77.08824863985316,13.11007658892666";"77.08851642655924,13.11003977885333";"77.08864134718795,13.11003229809232";"77.08891490929852,13.10997534489197";"77.08930153175959,13.10990883006186";"77.08953075260227,13.10987914575665";"77.08973160732901,13.1098391947164";"77.08988910300964,13.10980557782142";"77.090000459639,13.10978697357682";"77.0901189028795,13.10976171122546";"77.09030873278597,13.1097658992148";"77.09057048340907,13.10982320786832";"77.09080852182895,13.10983265008632";"77.09107588883839,13.10981189738714";"77.09168792107829,13.10970186828919";"77.09189391940664,13.10966022072379""
"MP893","infrastructure_point",0.689,30,0,0,""77.1598248962248,13.12771459476492";"77.15982932412533,13.12773071631823";"77.15982636704992,13.12780495814169";"77.15971777351551,13.12811643359921";"77.1596796058826,13.1283038985633";"77.1595449894055,13.12875174803605";"77.1595244734889,13.12889291698782";"77.15949296185957,13.1289778922766";"77.15940555933363,13.12915797428763";"77.15936213646445,13.12928360928192";"77.15929632942506,13.12974988558051";"77.15930830909517,13.12988083085922";"77.15940679469158,13.13021565979948";"77.15941286450567,13.13035693624507";"77.15937196794673,13.13050538624343";"77.15928747994892,13.13081411757628";"77.15906485681926,13.13142469691936";"77.15892458730356,13.13185814485922";"77.15886043448737,13.13201293472081";"77.15871558521975,13.13221572229627";"77.158628476612,13.13231346736868";"77.1585810152048,13.13236871212456";"77.15855533126543,13.13241236821638";"77.158540244091,13.13246054830901";"77.15855909588277,13.1326485755592";"77.15858230895371,13.13283286130138";"77.15860366913134,13.13308020493989";"77.15865070043829,13.13335089838709";"77.15867050626173,13.13352115409766";"77.15862329061119,13.13361495611782""
"MP894","infrastructure_point",0.681,16,0,0,""77.07821863905171,13.1073355005225";"77.07838770908764,13.10730963867635";"77.07843026314606,13.10768969455771";"77.07845181244261,13.10843815595889";"77.07851272176146,13.10904592702517";"77.07857655218098,13.10959958366173";"77.07921525120565,13.10964571123213";"77.0797514294938,13.10968729864472";"77.0799096439503,13.10970323554797";"77.0803258829757,13.10979532221462";"77.08059750053594,13.1098653973209";"77.08075291969517,13.10990719231707";"77.08099695389612,13.10992909922262";"77.08117872861146,13.10992266059508";"77.08182101615726,13.10983561692799";"77.08229472410565,13.10977858648635""
"MP895","infrastructure_point",0.579,21,0,0,""77.09189391940664,13.10966022072379";"77.09209272035504,13.11045695157512";"77.0922966996408,13.11134488848474";"77.0923495972326,13.11163489372403";"77.09246416265285,13.11218706430537";"77.09249667346224,13.11233263511666";"77.09253967739215,13.11243668176057";"77.09257510142774,13.11246385805844";"77.09262877020294,13.11247533204481";"77.09270855955128,13.11247146125389";"77.09285080863236,13.11245497288738";"77.09294454480623,13.11245225305989";"77.09298407451182,13.1124629764687";"77.09302742896791,13.11248260678343";"77.09306946667644,13.11254042458486";"77.09314420098424,13.11275359588727";"77.09327689767923,13.11318866472534";"77.09354247111817,13.11379887055228";"77.09360515980485,13.11390918649565";"77.09374013958734,13.11406270992846";"77.09383183984895,13.11414437243374""
"MP896","infrastructure_point",0.622,14,0,0,""77.08841650136807,13.11742640995604";"77.08829937923899,13.11761533124858";"77.08733565082542,13.11890678837697";"77.08697141453601,13.11938497904861";"77.0867875545311,13.11972628378284";"77.08663212517509,13.11999526961385";"77.08658068398144,13.12012428161389";"77.08659364583993,13.12063028916644";"77.08658932395213,13.12081289740827";"77.08645908137345,13.12110663891753";"77.08621477631819,13.12161617040087";"77.08610811987265,13.12187888966248";"77.08602446184531,13.12214856961003";"77.08594337913131,13.12234619780356""
"MP897","infrastructure_point",0.593,22,0,0,""77.12035065360315,13.11628335993041";"77.12011279539142,13.11641362370713";"77.11992206380825,13.11650600724891";"77.1195904605538,13.11667187736921";"77.11935535341229,13.11676721004525";"77.11899295297248,13.11687725614647";"77.1188777210552,13.11692066454826";"77.1183698596168,13.11717837011152";"77.11810176849524,13.11732801319539";"77.11781843473472,13.11744061163985";"77.1175061036407,13.11752926215522";"77.11726747185845,13.11762515188249";"77.1170533113689,13.1177695623378";"77.11687637465047,13.11786629954213";"77.11644753659458,13.1179819442557";"77.11643302883604,13.11813820842229";"77.11632028137942,13.11828180985825";"77.11617110722416,13.11839095889032";"77.11600312644083,13.11845633184259";"77.11584466171267,13.11844339148007";"77.1156747631849,13.11838971258172";"77.11555067868636,13.11842236986145""
"MP898","infrastructure_point",0.734,25,0,0,""77.09383183984895,13.11414437243374";"77.09377909654478,13.11422585360338";"77.09374791484025,13.11436071925668";"77.09376483533184,13.11484393787645";"77.09378553684117,13.11509762715596";"77.09378767151362,13.11536766103093";"77.09373994386809,13.11547877208062";"77.09363988485417,13.11552634485614";"77.09339787389742,13.11557124174621";"77.09304465489635,13.11562028693224";"77.09262574551272,13.1156727135147";"77.09229427516415,13.11568293879523";"77.0916874936154,13.1156555382789";"77.09105663450764,13.1156448920177";"77.09074951137478,13.11567074636154";"77.09043183356599,13.11573008845075";"77.09031756048088,13.11578527985106";"77.09007309498233,13.11597557446986";"77.08975341555201,13.11620667393333";"77.08955854419078,13.11630588455579";"77.08924871092796,13.11641045965598";"77.08896630712258,13.11653885750856";"77.0888668578253,13.11662922479777";"77.08880771971356,13.11672259020207";"77.08876429434956,13.11679845121769""
"MP899","infrastructure_point",0.755,29,0,0,""77.10097042176068,13.11474488264121";"77.10158158373693,13.11488458375542";"77.10196407843748,13.11486606174148";"77.10204974980958,13.11487126900117";"77.1021164936769,13.11490597161709";"77.10216545829635,13.11498333615298";"77.10225838542574,13.11534003978934";"77.10236812398195,13.11555608358132";"77.1025880879584,13.11593495090922";"77.10269280221063,13.11608348025669";"77.10280875977702,13.11619679504493";"77.10293387282987,13.11629883168167";"77.10334503091458,13.11662417407589";"77.10361374874779,13.11688500484665";"77.10381309467624,13.1170972943474";"77.10396319447554,13.11727029834549";"77.10413591147295,13.11743001583763";"77.10424504662713,13.11749918796434";"77.10431973208979,13.11753158905011";"77.10438862424084,13.11754722088674";"77.10443901496166,13.11755182101932";"77.10455136410138,13.11754396805757";"77.10467220020487,13.11751704271186";"77.10501163990115,13.11741388733857";"77.10535904834711,13.11730047595745";"77.1054250304711,13.11746412122114";"77.10549999685088,13.11756295854865";"77.10560901686213,13.11767353540439";"77.10615884066024,13.11807968806246""
"MP900","infrastructure_point",0.787,23,0,0,""77.09383183984895,13.11414437243374";"77.09404721290305,13.11409728961582";"77.0944983970196,13.11402496468341";"77.09487565001943,13.11400459909292";"77.09509000022916,13.11402973518815";"77.09549663878946,13.11416076859047";"77.09613046928953,13.11433435539293";"77.09653156502847,13.11443323034151";"77.09698028131875,13.11456189457892";"77.09755640991956,13.11463380744133";"77.09803658664086,13.11469429090212";"77.09826778799072,13.11470041402043";"77.0987108906652,13.11462091908954";"77.09888913880009,13.11458137762702";"77.09909401133451,13.11455511965183";"77.09916211693064,13.11454847503443";"77.09929834181932,13.11455183923593";"77.09945465460984,13.11457019572443";"77.09966266465288,13.11461412411948";"77.09997115048101,13.11466628428883";"77.1003126650017,13.11470073894582";"77.10060042618213,13.11470881314524";"77.10097042176068,13.11474488264121""
"MP901","infrastructure_point",1.195,33,0,0,""77.144723161741,13.12655210550106";"77.14416053570378,13.1266727450951";"77.14341495727545,13.12681081787267";"77.14309142760581,13.12686678621412";"77.14261349053828,13.12687421916568";"77.14225065738678,13.12686487418652";"77.14151314099682,13.12684994658696";"77.14062598031349,13.12684438928709";"77.14026007300184,13.1268443417971";"77.13964493936066,13.12683696428744";"77.13949975212782,13.12680860719555";"77.13937694362157,13.1267368135626";"77.1385096108943,13.12595770040184";"77.13829853387514,13.12579181798865";"77.13819834072642,13.12567614118307";"77.13800737894098,13.12533531128681";"77.13798735973022,13.12513234306433";"77.13779456707131,13.12510363665618";"77.13759322658363,13.12509646343636";"77.13751754429369,13.12508147052054";"77.13733876660513,13.12504865057886";"77.13710819346424,13.12498029343982";"77.13725600511324,13.12474357783349";"77.13739409815287,13.12452879229962";"77.13747669357446,13.12434117252443";"77.13754136589138,13.12410271969381";"77.1375979317953,13.1239020149861";"77.1376021350407,13.12379387130775";"77.13749270747537,13.12341383475519";"77.13744663636184,13.12324203067118";"77.13733872052032,13.12285692088895";"77.13737350409461,13.1228077715019";"77.13750497028161,13.12279564685334""
"MP902","infrastructure_point",1.016,34,0,0,""77.14999346628204,13.083117055443";"77.14989858348856,13.08268764736442";"77.14983302609903,13.08245267861085";"77.1496737213697,13.08173897736563";"77.14938812145868,13.08072335233735";"77.14934080056933,13.08046666197689";"77.14930809284192,13.08017871282547";"77.14928494864891,13.079724680986";"77.14925777238412,13.07948143518664";"77.14920429052401,13.0788842906995";"77.1491949738147,13.07865814517238";"77.14916204262666,13.07837137192454";"77.14915153053421,13.07807067768546";"77.14915777442201,13.07792080330653";"77.14918191698912,13.07771338765107";"77.14918784005522,13.077453086231";"77.14917526935406,13.07721418607638";"77.14911318930521,13.07684790894686";"77.14900275518312,13.07641590425937";"77.14894871613846,13.07621791544946";"77.14886330772548,13.07594462300477";"77.14881085885948,13.07573473336014";"77.14881046067603,13.07564886762173";"77.1488710293693,13.07559519739491";"77.14912310385866,13.07553501106065";"77.14930807103225,13.07550865556018";"77.1495624040916,13.07547911025985";"77.14968370396186,13.07545957976993";"77.14973495782347,13.07543399350792";"77.14977614955394,13.07538526155337";"77.14979001937313,13.0753353372065";"77.1497777983275,13.07515655516735";"77.14974285592866,13.07495609775055";"77.14982584520517,13.0749021949767""
"MP903","infrastructure_point",1.259,23,0,0,""77.15627480940711,13.11551766276398";"77.15590965373418,13.11520518760638";"77.15536341118388,13.11472727611363";"77.15526367550845,13.11458702159445";"77.15512940435427,13.11434613412109";"77.15482975956328,13.11363146428307";"77.15468995784039,13.11334757648081";"77.1545514698826,13.1131146865553";"77.15436279135852,13.11289685506935";"77.15422330835744,13.11278661932053";"77.15390627119498,13.11257849728496";"77.15364180934313,13.11247544688658";"77.15310143096627,13.11236740160434";"77.1526338311674,13.11229647756697";"77.15229516859628,13.11223446034134";"77.15207721949865,13.11217252726216";"77.15125574778376,13.11181954224426";"77.1497826303913,13.11129206998618";"77.14922262974734,13.11110182557197";"77.14813587043827,13.11081255037257";"77.14793192801693,13.1108150760712";"77.14740515704379,13.11092181860322";"77.14654777007446,13.11116544425741""
"MP904","infrastructure_point",1.022,24,0,0,""77.08594337913131,13.12234619780356";"77.0863471874079,13.12238071201986";"77.08664668475288,13.12238669882094";"77.0869498243126,13.12236784126143";"77.08718959875635,13.12234405838732";"77.08751777726057,13.12238394406835";"77.08776043026604,13.12248119009977";"77.08785580550628,13.12255134975214";"77.08811728300935,13.1227717700035";"77.08839453238404,13.12297069470212";"77.08869934967703,13.12315796887821";"77.08886785172795,13.12323597759105";"77.0891657171181,13.12335127331515";"77.08956327651563,13.12342909633558";"77.08975676662544,13.12347921929504";"77.0901724591818,13.12362789781341";"77.09103489237684,13.12395348829823";"77.09148680475968,13.1241303286412";"77.09209544082702,13.12431562976977";"77.0927092965176,13.12457342612744";"77.0935099977062,13.1248361436249";"77.09430423380464,13.12511609022903";"77.09458453404184,13.1252078387318";"77.09464902210976,13.12505486302989""
"MP905","infrastructure_point",1.112,17,0,0,""77.12760077172453,13.12503031078656";"77.12770821561115,13.12524815789311";"77.12775746487634,13.12537971341229";"77.12786940904752,13.12572994379223";"77.12787705604289,13.12602846368455";"77.1278354325232,13.12676172622426";"77.12775168326422,13.12812173358837";"77.12771258496004,13.12883149912777";"77.12773748147202,13.12914535808954";"77.12783870819435,13.129564283948";"77.12790315534197,13.13001033571119";"77.12800788293757,13.1308625057521";"77.1280876314111,13.13155958578947";"77.12822063376466,13.13337518405944";"77.12828123070496,13.13389145522449";"77.12845972113662,13.1346932518827";"77.12851461426884,13.13491671693032""
"MP906","infrastructure_point",1.139,22,0,0,""77.11280380256146,13.12557893017052";"77.11257525769051,13.12508136445622";"77.11238123382748,13.12468844930024";"77.11175176668706,13.12391290488013";"77.11160158423111,13.12369196682339";"77.11149971628245,13.12342287597415";"77.11131625199951,13.12302572018241";"77.11120053145329,13.12287094253513";"77.11061595674079,13.12238986896208";"77.11011315697364,13.12205762129342";"77.1092805209765,13.12130449783077";"77.1084479962143,13.12056382817097";"77.10806965318565,13.12016826514502";"77.10753895122183,13.11979263609402";"77.10735216216685,13.11950139789217";"77.1072993054863,13.11926512500772";"77.10730205130785,13.11884152411542";"77.10721848161562,13.11873008447523";"77.10684886878826,13.11857920643206";"77.10661719950626,13.11838226567977";"77.10625379131861,13.11813998554204";"77.10615884066024,13.11807968806246""
"MP907","infrastructure_point",1.322,68,0,0,""77.15380658623585,13.0945383787501";"77.15376176843256,13.09451366317967";"77.15366126944733,13.09442387264889";"77.15361220708945,13.0942507538598";"77.15359236956046,13.09407759566568";"77.15360058669336,13.09385361333751";"77.15361807304744,13.09376335218765";"77.15365191758889,13.09361264579154";"77.15366769997344,13.09337953733222";"77.15372501337605,13.09321134954386";"77.15374808325427,13.09302628897358";"77.15372839764876,13.09280867384929";"77.15366981195452,13.09265405220627";"77.15361836180082,13.09259816425547";"77.153554328918,13.09254091644346";"77.15334254298682,13.09249751552224";"77.15311463862632,13.09249296814659";"77.1528911131416,13.09247411916455";"77.15278702353294,13.0924562811636";"77.15272816461953,13.09244178220703";"77.15265637259076,13.09240185058214";"77.1526224382664,13.09233120732806";"77.15254156030996,13.09207612840452";"77.15251765557598,13.09185902289781";"77.15249173107463,13.09152749423561";"77.1524640402572,13.09120192976703";"77.1524656323988,13.0910908229232";"77.15246380248136,13.09089874921966";"77.15244068780743,13.09072613636554";"77.15242226224076,13.09059254371536";"77.15232368568194,13.09025906608069";"77.15227347711631,13.09008912439743";"77.1522259342468,13.08984487043949";"77.15219277699606,13.08965289125543";"77.1521686133053,13.08952781774904";"77.15215277149515,13.08944863939469";"77.15204090788362,13.08924868476994";"77.15198999398211,13.08914308727252";"77.15192027409374,13.08901160422511";"77.15189512403386,13.08898421742509";"77.15184897227826,13.08893633911451";"77.15173439812303,13.08889523028409";"77.15145312219471,13.0888822990524";"77.15105327960255,13.08884992032043";"77.15101285815769,13.08878390506927";"77.1509832536419,13.088680897831";"77.15091137685862,13.08844648160081";"77.15082885051852,13.08816373073758";"77.15082523887138,13.08806931585245";"77.15087862596903,13.08796655786055";"77.15093812437026,13.08788037635571";"77.15114031761584,13.08779469899837";"77.1512658030022,13.0877519048871";"77.1513164266218,13.08770380180738";"77.15131500074638,13.08761224970186";"77.15128652842638,13.08740799533602";"77.15127857997038,13.0871869439739";"77.15130393794644,13.08702048477364";"77.15129762107983,13.08667603886991";"77.15124204344723,13.08657943774545";"77.1511604664979,13.08639733922674";"77.15100371342945,13.08624439232595";"77.15089306705516,13.08605291071333";"77.15082425159393,13.08583546726302";"77.15074417526122,13.08558001534983";"77.15065373911459,13.08528446206283";"77.15056645394337,13.08503441372514";"77.15052209284956,13.08487404528567""
"MP908","infrastructure_point",2.745,106,0,0,""77.13059266714949,13.13546525664554";"77.13109353006465,13.13534545323261";"77.13139541868978,13.13526280507214";"77.13168429347182,13.13516576269461";"77.13208730298543,13.13501596535902";"77.13214984832629,13.13499500285919";"77.13221282116702,13.13501087732689";"77.13233829943977,13.13509990713911";"77.13262866594772,13.13531476924";"77.13305587274775,13.13567183218323";"77.13325065235932,13.13582979933178";"77.13334869604763,13.13588450971495";"77.13343088484707,13.13591367165448";"77.13363367483998,13.13590868837031";"77.13373635496251,13.13593694801695";"77.13384189592362,13.13598974012427";"77.13401729059841,13.1361345360275";"77.13415037517412,13.13626665996896";"77.13418506690569,13.13628554501745";"77.13423306930056,13.13629812368902";"77.13427446026812,13.13629840986094";"77.13432916380728,13.13628476306607";"77.1344989741771,13.13622440417749";"77.1348052896415,13.13607056120874";"77.13492712875868,13.13602467957729";"77.1351879451267,13.13599016233902";"77.13558161731876,13.13594038310353";"77.13585012648272,13.1358966735103";"77.13599682014532,13.13586079785527";"77.13606857970174,13.13582055284078";"77.136106375133,13.13577099641589";"77.13617077966312,13.13557156437655";"77.13620225978224,13.13551694457279";"77.13626734453648,13.13545485336764";"77.13655499732769,13.13532454421039";"77.13698380974019,13.13515747272051";"77.13824981593552,13.1347265422415";"77.13853631479141,13.13464443501185";"77.13879099591789,13.13460189076152";"77.13890058461702,13.13460457336551";"77.13898778513659,13.13462223653504";"77.13907526013062,13.13466963906696";"77.13922245739647,13.13478026191605";"77.13928942185005,13.13480117882886";"77.1394251277632,13.13480982146695";"77.13957684965864,13.13480413625996";"77.13961967367207,13.13480902856509";"77.13966142147723,13.13482617930888";"77.13974343455358,13.13488608248788";"77.14014525601269,13.13523139915054";"77.1405009594489,13.13551134819811";"77.14082558378634,13.13578305313822";"77.14108679687827,13.13593671361529";"77.14157645762262,13.13617799925648";"77.14179421475644,13.13629239621246";"77.14183397961479,13.13629311260039";"77.14188104972385,13.13627826835089";"77.14200881833614,13.136212952883";"77.14214437239873,13.13620927538079";"77.1423885453678,13.13625674808584";"77.14265686838776,13.13633858574725";"77.14319772849267,13.13671599344502";"77.14352834444128,13.13692983987107";"77.1440328931317,13.13714186360831";"77.14425768900747,13.1371877996344";"77.1447840028678,13.13737348680018";"77.14500532998142,13.13740577602371";"77.1453601345611,13.13753412600301";"77.14555701854184,13.13763432276169";"77.14580465070338,13.13767512453926";"77.14624291757018,13.13774711137842";"77.14641286146993,13.13774172272097";"77.14665883904456,13.13772245767486";"77.14686220124565,13.13769455102208";"77.14685296344577,13.13766881125492";"77.14685297128801,13.13742135703841";"77.146830867515,13.13729586989992";"77.1467705479064,13.13712488315114";"77.14673356329429,13.13707950870639";"77.1466830830695,13.13706567649839";"77.14653849800983,13.13702013515774";"77.14645789472405,13.13695056190049";"77.14635919586992,13.13677730731821";"77.146319676301,13.13663621557276";"77.1463702757677,13.13635224019053";"77.14647195688498,13.13613146901582";"77.14655816526971,13.13597607791354";"77.14671649419859,13.13571441543569";"77.14683750820797,13.13549396131197";"77.14695086003765,13.1352565074733";"77.14702350432235,13.13500116800877";"77.14703188191433,13.13480221284946";"77.14697744069953,13.13457236890662";"77.14694384141862,13.13451059655468";"77.1468787098282,13.13437621090015";"77.14675472983862,13.13396786874795";"77.14663465409976,13.13348580485271";"77.1466018688413,13.13326143932599";"77.14655586659012,13.13292108441933";"77.14660625293405,13.13273312315221";"77.14665784352582,13.13256210859803";"77.14667838359752,13.13205929823162";"77.14670363594185,13.13184749140208";"77.14669057645035,13.13163362590705";"77.14669569114906,13.13138937495023";"77.14670734815304,13.13119939964004""
"MP909","infrastructure_point",1.05,17,0,0,""77.15369143542559,13.12455387720367";"77.15382749138033,13.12428271075128";"77.15411883135604,13.12358073750172";"77.1545029552079,13.12259263684712";"77.15467263547099,13.12215235789153";"77.15501569565372,13.12131285332939";"77.15525058252156,13.12070542082658";"77.15548690741961,13.12005870905035";"77.15566332724141,13.11952345889202";"77.15573503918492,13.11919865704692";"77.15582493953796,13.11871520857564";"77.15596361735263,13.11776685205229";"77.15607752496473,13.11678859077549";"77.15617337962173,13.11613374733487";"77.15620273611765,13.11592452262438";"77.15624158047713,13.11570095912186";"77.15627480940711,13.11551766276398""
"MP910","infrastructure_point",0.925,31,0,0,""77.16039757733758,13.09763969586915";"77.16040115627912,13.09756885441665";"77.1602943256218,13.0974311360574";"77.16011984692325,13.09719421024321";"77.16002453886888,13.09702138556046";"77.15990350147864,13.09667917009495";"77.15984920952705,13.09661755094851";"77.1597811726567,13.0966092885146";"77.15965574194892,13.0966142812177";"77.15938871196337,13.09665376323455";"77.15893443947593,13.09673510776715";"77.15849137821469,13.09678467626123";"77.15829244732775,13.09680000725077";"77.15819663856946,13.09677563915042";"77.1581445552953,13.09669552578155";"77.15810927554271,13.09652125132066";"77.1580170326691,13.09617133734664";"77.15793203839574,13.0960182486996";"77.15763801453856,13.09550665895109";"77.15737942789727,13.09514339904717";"77.15722400868283,13.09495696161419";"77.15704087641262,13.0947751419559";"77.15692992075198,13.09469418904388";"77.15675367025153,13.0946650591894";"77.15626178796778,13.09467471213246";"77.15595690879891,13.0946464845825";"77.15539420643863,13.09462895580431";"77.15500409937759,13.09461689736012";"77.1542638743308,13.09458893802624";"77.15394166882311,13.09453117747262";"77.15380658623585,13.0945383787501""
"MP911","infrastructure_point",0.832,16,0,0,""77.16039757733758,13.09763969586915";"77.1602686697429,13.09771757562561";"77.16001967807544,13.09791631423646";"77.1595057456404,13.09840223858523";"77.15915618445011,13.09873168500609";"77.15877302193842,13.09906233448578";"77.15804694168457,13.09966134141937";"77.15766443162373,13.09995683702213";"77.1573866222835,13.100125782448";"77.1569973745452,13.10030376026218";"77.15657523197684,13.10044627337802";"77.1562466112874,13.10053375255108";"77.15547764919691,13.10071588927391";"77.1548860740795,13.10085942651411";"77.15413809200277,13.10101996534872";"77.1538058408998,13.10108843341161""
"MP912","infrastructure_point",0.209,9,0,0,""77.14864071373322,13.13088313467193";"77.14901211424127,13.13091820940877";"77.1492802819734,13.13087983559504";"77.14953493427365,13.1309080486652";"77.14974591371536,13.13098557648552";"77.14989775793684,13.130999459329";"77.15018777721744,13.13099292171753";"77.1503694996229,13.13099030111263";"77.15054555922721,13.13104111865429""
"MP913","infrastructure_point",1.788,55,0,0,""77.15054555922721,13.13104111865429";"77.15060502640553,13.13097383821387";"77.15135592046487,13.13016943447997";"77.15181759891496,13.12958832416713";"77.15219485181083,13.12824551602205";"77.15257380910852,13.12709874016991";"77.15284600902926,13.12645386544256";"77.1531788958403,13.12575947112892";"77.15322500581605,13.12566004826879";"77.15370498884126,13.12458630960173";"77.1541853049692,13.12474559377333";"77.15439714936181,13.12480997058713";"77.15462305104329,13.12486741224329";"77.1550831008828,13.12493756095668";"77.15528345153075,13.12496729793152";"77.15536785307232,13.12497265834693";"77.15543586696417,13.12496840300586";"77.15549274854229,13.12495513289825";"77.15556062617617,13.12493522291184";"77.15564802603706,13.12492479318396";"77.15598451755007,13.1249195075267";"77.15682713791023,13.12491100718475";"77.15692887412807,13.12493607684366";"77.15694248796432,13.12497799842174";"77.15691830613218,13.12530135126194";"77.15687625304446,13.12576386677983";"77.15681358001886,13.12615828910561";"77.15680257567941,13.12624236341785";"77.15680785231575,13.12629823053475";"77.1568256292013,13.12631987385376";"77.15683952928867,13.12633150525187";"77.1569097118781,13.12635553697864";"77.15707910061384,13.12638070499404";"77.157251887785,13.12641884979988";"77.15737916905812,13.12646740361839";"77.15743799473263,13.12650928170023";"77.15748787363611,13.12659243852672";"77.15750149498608,13.12670370793196";"77.15747407808965,13.12694238553364";"77.15744574520559,13.12716191182566";"77.15744594997379,13.12726772494981";"77.15746814921788,13.12745706667274";"77.15746295084219,13.12760451519483";"77.15774734640996,13.12763831448601";"77.15824957682943,13.12759981170791";"77.15846248783441,13.12759995133888";"77.15863799359856,13.12760657976507";"77.15883506757031,13.12763758897002";"77.15927553821199,13.12763679524305";"77.15954886390479,13.12763729374291";"77.15972853205399,13.1276402210431";"77.15980853516288,13.12766216793499";"77.15981334248761,13.12769096425368";"77.1598126352241,13.12772318694338";"77.15972014329292,13.1278113915028""
